param m :=35 ;
param n :=89 ;


param: c := 
1  10
2  11
3  12
4  15
5  11
6  12
7  15
8  12
9  50
10  50
11  60
12  30
13  35
14  40
15  40
16  50
17  45
18  55
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
36  0
37  0
38  0
39  10
40  10
41  12
42  12
43  12
44  12
45  15
46  15
47  11
48  11
49  11
50  15
51  15
52  15
53  18
54  18
55  18
56  12
57  12
58  12
59  12
60  15
61  15
62  15
63  15
64  5
65  5
66  5
67  5
68  14
69  14
70  16
71  16
72  5
73  5
74  20
75  20
76  20
77  20
78  18
79  18
80  18
81  18
82  10
83  10
84  10
85  10
86  15
87  15
88  15
89  15
;


param: b := 
1  0
2  0
3  0
4  0
5  0
6  0
7  0
8  0
9  0
10  0
11  0
12  0
13  0
14  0
15  0
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  0
31  0
32  0
33  0
34  0
35  0
;


param A : 
1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64  65  66  67  68  69  70  71  72  73  74  75  76  77  78  79  80  81  82  83  84  85  86  87  88  89:=
1  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  -1  0  -1  0  -1  0  -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
